住所,移動1,距離1,移動2,距離2,移動3,距離3,築年数,全階数,部屋階,賃料,管理費,敷,礼,保証,敷引|償却,間取り,専有面積,詳細リンク
東京都新宿区赤城下町,神楽坂駅,4,江戸川橋駅,7,牛込神楽坂駅,9,,2,26000,,26000,26000,-,-,ワンルーム,9.91
東京都新宿区赤城下町,神楽坂駅,4,江戸川橋駅,7,牛込神楽坂駅,9,,2,27000,,27000,27000,-,-,ワンルーム,9.9
東京都新宿区北新宿２,西新宿駅,9,中野坂上駅,8,中野坂上駅,8,,1,25000,3000,25000,25000,-,-,ワンルーム,9
東京都新宿区喜久井町,早稲田駅,2,若松河田駅,12,牛込柳町駅,13,,2,26000,2000,26000,26000,-,-,ワンルーム,8.25
東京都新宿区高田馬場４,高田馬場駅,7,下落合駅,13,落合駅,14,,1,29000,650,29000,29000,-,-,ワンルーム,10.01
東京都新宿区早稲田南町,早稲田駅,1,牛込柳町駅,11,神楽坂駅,14,,2,29000,1000,29000,29000,-,-,ワンルーム,10
東京都新宿区早稲田南町,早稲田駅,1,牛込柳町駅,11,早稲田駅,12,,2,29000,1000,29000,29000,-,-,1K,10
東京都新宿区早稲田南町,早稲田駅,2,牛込柳町駅,13,西早稲田駅,17,,1,24000,6000,24000,24000,-,-,ワンルーム,9.07
東京都新宿区弁天町,神楽坂駅,10,早稲田駅,4,牛込柳町駅,11,,1,29000,1000,29000,29000,-,-,ワンルーム,7.43
東京都新宿区若松町,若松河田駅,4,早稲田駅,9,東新宿駅,18,,3,30000,,-,-,30000,10000,ワンルーム,4.6
東京都新宿区北新宿４,東中野駅,4,-,-,-,-,,2,29000,1600,29000,-,-,-,ワンルーム,12
東京都新宿区北新宿４,東中野駅,4,落合駅,10,大久保駅,15,,2,29000,1600,29000,-,-,-,1K,12
東京都新宿区喜久井町,牛込柳町駅,5,早稲田駅,7,若松河田駅,11,,2,29000,3000,29000,-,-,-,ワンルーム,12
東京都新宿区喜久井町,牛込柳町駅,5,早稲田駅,7,若松河田駅,9,,2,29000,3000,-,-,-,-,ワンルーム,12
東京都新宿区早稲田鶴巻町,早稲田駅,7,江戸川橋駅,9,早稲田駅,8,,3,30000,2000,30000,-,-,-,ワンルーム,11.57
東京都新宿区北新宿２,西新宿駅,9,中野坂上駅,9,大久保駅,14,,2,33000,,33000,33000,-,-,ワンルーム,12.37
東京都新宿区新宿６,東新宿駅,10,新宿三丁目駅,7,新宿三丁目駅,7,,2,32000,2000,32000,32000,-,-,ワンルーム,9.71
東京都新宿区北新宿２,西新宿駅,8,中野坂上駅,8,東中野駅,15,,2,35000,,35000,-,-,-,2K,16.53
東京都新宿区西早稲田１,早稲田駅,6,面影橋駅,10,早稲田駅,8,,1,35000,,35000,35000,-,-,ワンルーム,10
東京都新宿区弁天町,神楽坂駅,10,早稲田駅,4,牛込柳町駅,11,,1,34000,1000,34000,34000,-,-,ワンルーム,9.75
東京都新宿区新宿６,新宿三丁目駅,4,東新宿駅,7,新宿駅,17,,2,33000,2000,33000,33000,-,-,ワンルーム,9.71
東京都新宿区若葉２,四ツ谷駅,10,四谷三丁目駅,10,信濃町駅,11,,2,33000,2500,33000,-,-,-,1K,9.12
東京都新宿区矢来町,神楽坂駅,2,江戸川橋駅,8,牛込神楽坂駅,9,,2,36000,,36000,-,-,-,ワンルーム,14
東京都新宿区早稲田町,早稲田駅,6,牛込柳町駅,10,江戸川橋駅,11,,2,35000,1000,35000,35000,-,-,ワンルーム,13.83
東京都新宿区西早稲田３,高田馬場駅,11,西早稲田駅,11,面影橋駅,3,,1,34000,2000,34000,68000,-,-,ワンルーム,12
東京都新宿区馬場下町,早稲田駅,1,西早稲田駅,15,神楽坂駅,20,,2,35000,1500,35000,35000,-,-,ワンルーム,15
東京都新宿区馬場下町,早稲田駅,1,西早稲田駅,15,神楽坂駅,20,,1,35000,1500,35000,35000,-,-,ワンルーム,15
東京都新宿区馬場下町,早稲田駅,1,西早稲田駅,15,神楽坂駅,20,,1,35000,1500,35000,35000,-,-,ワンルーム,15
