住所,移動1,距離1,移動2,距離2,移動3,距離3,築年数,全階数,部屋階,賃料,管理費,敷,礼,保証,敷引|償却,間取り,専有面積,詳細リンク
東京都新宿区左門町,四谷三丁目駅,4,信濃町駅,7,国立競技場駅,12,,2,170000,,170000,170000,-,-,1LDK,41.91
東京都新宿区左門町,四谷三丁目駅,4,信濃町駅,7,国立競技場駅,12,,3,175000,,350000,175000,-,-,1LDK,46.6
東京都新宿区左門町,四谷三丁目駅,4,信濃町駅,7,国立競技場駅,12,,1,390000,,780000,-,-,-,3LDK,105.07
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,170000,,170000,170000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,9,170000,,170000,170000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,170000,,170000,170000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,182000,8000,182000,182000,-,-,ワンルーム,40.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,34,175000,20000,175000,175000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,196000,,196000,196000,-,-,1LDK,44.72
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,198000,,198000,198000,-,-,1LDK,45.09
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,200000,,400000,200000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,200000,,200000,200000,-,-,1LDK,46.7
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,13,175000,25000,-,175000,-,-,ワンルーム,40.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,201000,,201000,201000,-,-,1LDK,46.62
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,10,202000,,404000,202000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,11,203000,,203000,203000,-,-,1LDK,46.7
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,206000,,206000,206000,-,-,1LDK,49.11
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,206000,,206000,206000,-,-,1LDK,49.11
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,12,206000,,206000,206000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,16,208000,,208000,208000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,17,208000,,208000,208000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,198000,12000,198000,198000,-,-,1LDK,46.7
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,3,198000,12000,198000,198000,-,-,1LDK,45.09
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,5,198000,12000,198000,198000,-,-,1LDK,44.72
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,208000,12000,208000,208000,-,-,1LDK,46.7
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,5,213000,12000,213000,213000,-,-,1LDK,49.11
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,4,220000,10000,220000,220000,-,-,1LDK,46.62
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,5,234000,,234000,234000,-,-,2LDK,57.47
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,11,235000,,235000,235000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,236000,,236000,236000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,238000,,238000,238000,-,-,2LDK,57.94
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,240000,,240000,240000,-,-,2LDK,57.94
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,37,230000,10000,230000,230000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,12,240000,,240000,240000,-,-,1SLDK,46.7
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,6,243000,,243000,243000,-,-,2LDK,60.22
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,245000,,245000,245000,-,-,2LDK,60.21
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,10,245000,,245000,245000,-,-,1LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,29,245000,,245000,245000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,7,246000,,246000,246000,-,-,2LDK,60.5
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,12,247000,,247000,247000,-,-,1LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,14,248000,,248000,248000,-,-,2LDK,72.95
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,14,250000,,250000,250000,-,-,2LDK,57.94
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,33,250000,,250000,250000,-,-,1LDK,43.08
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,31,250000,,250000,250000,-,-,1LDK,43.08
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,42,229000,21000,229000,229000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,42,229000,21000,229000,229000,-,-,1DK,35.66
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,11,253000,,253000,253000,-,-,2LDK,60.5
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,11,253000,,253000,253000,-,-,2LDK,57.94
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,22,254000,,254000,254000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,23,255000,,255000,255000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,20,256000,,256000,256000,-,-,2LDK,57.94
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,29,258000,,258000,258000,-,-,3LDK,72.95
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,34,260000,,260000,260000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,41,260000,,260000,260000,-,-,1LDK,43.08
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,38,261000,,261000,261000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,22,263000,,263000,263000,-,-,2LDK,60.21
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,11,264000,,264000,264000,-,-,2LDK,65.1
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,9,265000,,530000,265000,-,-,2LDK,60.21
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,27,265000,,265000,265000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,4,250000,15000,250000,250000,-,-,1LDK,49.11
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,19,250000,15000,250000,250000,-,-,1LDK,47.48
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,14,255000,15000,255000,255000,-,-,2LDK,60.1
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,37,276000,,552000,276000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,27,265000,15000,265000,265000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,45,280000,,560000,280000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,42,285000,12000,285000,285000,-,-,2LDK,59.51
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,16,298000,,596000,298000,-,-,1LDK,49.11
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,8,300000,,600000,300000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,54,303000,,303000,303000,-,-,2LDK,70.01
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,16,308000,,308000,308000,-,-,3LDK,71.04
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,23,288000,20000,288000,288000,-,-,3LDK,71.04
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,27,298000,12000,596000,298000,-,-,2LDK,56.39
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,22,314000,,314000,314000,-,-,3LDK,71.04
東京都新宿区西新宿５,西新宿五丁目駅,7,西新宿駅,9,新宿駅,18,,22,318000,,318000,318000,-,-,3LDK,72.95
