住所,移動1,距離1,移動2,距離2,移動3,距離3,築年数,全階数,部屋階,賃料,管理費,敷,礼,保証,敷引|償却,間取り,専有面積,詳細リンク
東京都新宿区西新宿６,西新宿駅,4,中野坂上駅,7,都庁前駅,9,,8,110000,,110000,110000,-,-,1K,32.52
東京都新宿区西新宿６,西新宿駅,4,中野坂上駅,7,都庁前駅,9,,8,168000,,168000,168000,-,-,1LDK,56.89
東京都新宿区西新宿６,西新宿駅,4,中野坂上駅,7,西新宿五丁目駅,11,,8,110000,,110000,110000,-,-,1K,32.52
東京都新宿区西新宿６,西新宿駅,4,中野坂上駅,7,西新宿五丁目駅,11,,8,168000,,168000,168000,-,-,1LDK,56.89
東京都新宿区中井２,中井駅,5,落合駅,12,落合南長崎駅,9,,1-2,110000,,220000,-,-,-,3DK,48.18
東京都新宿区中井２,中井駅,5,落合駅,12,落合南長崎駅,9,,1,110000,,220000,-,-,-,3K,48.18
東京都新宿区中井２,中井駅,5,落合南長崎駅,11,落合駅,13,,1-2,110000,,220000,-,-,-,3DK,48.18
東京都新宿区中井２,中井駅,5,落合南長崎駅,11,落合駅,13,,1-2,110000,,220000,-,-,-,3DK,48.18
東京都新宿区市谷薬王寺町,牛込柳町駅,5,曙橋駅,7,若松河田駅,15,,3,110000,,110000,110000,-,-,2DK,45
東京都新宿区南元町,信濃町駅,3,四ツ谷駅,10,青山一丁目駅,15,,2,110000,,110000,110000,-,-,1LDK,42
東京都新宿区南元町,信濃町駅,3,四ツ谷駅,10,青山一丁目駅,15,,2,110000,,110000,110000,-,-,1LDK,42
東京都新宿区新宿１,新宿御苑前駅,1,新宿三丁目駅,7,新宿駅,15,,4,110000,,-,-,-,-,ワンルーム,41.68
東京都新宿区新宿１,新宿御苑前駅,2,新宿三丁目駅,7,千駄ヶ谷駅,20,,4,110000,,-,-,-,-,ワンルーム,41.68
東京都新宿区下落合３,目白駅,2,雑司が谷駅,14,高田馬場駅,15,,4,110000,,110000,110000,-,-,ワンルーム,41.22
東京都新宿区下落合３,目白駅,2,雑司が谷駅,14,高田馬場駅,15,,4,110000,5000,110000,110000,-,-,ワンルーム,41.22
東京都新宿区下落合３,目白駅,2,池袋駅,15,高田馬場駅,15,,4,110000,,110000,110000,-,-,ワンルーム,41.22
東京都新宿区大久保２,新大久保駅,8,大久保駅,10,東新宿駅,10,,5,110000,,110000,110000,-,-,1LDK,40.73
東京都新宿区大久保２,新大久保駅,8,大久保駅,10,東新宿駅,10,,5,120000,,120000,120000,-,-,1LDK,33.36
東京都新宿区市谷薬王寺町,牛込柳町駅,6,曙橋駅,8,-,-,,3,110000,,110000,110000,-,-,2DK,38.02
東京都新宿区市谷薬王寺町,牛込柳町駅,6,曙橋駅,7,若松河田駅,11,,3,110000,,220000,110000,-,-,2DK,38.02
東京都新宿区四谷４,新宿御苑前駅,7,曙橋駅,9,四谷三丁目駅,8,,4,110000,,110000,110000,-,-,1DK,37
東京都新宿区新宿７,東新宿駅,5,新大久保駅,15,-,-,,2,110000,,110000,110000,-,-,2DK,37
東京都新宿区早稲田鶴巻町,早稲田駅,10,早稲田駅,15,江戸川橋駅,7,,5,110000,,110000,110000,-,-,2DK,35.43
東京都新宿区細工町,神楽坂駅,9,飯田橋駅,14,牛込神楽坂駅,4,,4,110000,,110000,110000,-,-,1LDK,35.05
東京都新宿区細工町,牛込神楽坂駅,3,神楽坂駅,8,市ヶ谷駅,12,,4,110000,,110000,110000,-,-,1DK,35.05
東京都新宿区市谷左内町,市ヶ谷駅,3,麹町駅,11,四ツ谷駅,14,,1,110000,,110000,110000,-,-,ワンルーム,34.92
東京都新宿区下落合３,目白駅,5,学習院下駅,18,雑司が谷駅,19,,6,110000,,110000,110000,-,-,2DK,34.7
東京都新宿区大久保２,東新宿駅,1,大久保駅,6,新大久保駅,11,,6,110000,,110000,-,-,-,1DK,34.05
東京都新宿区西新宿６,西新宿駅,4,中野坂上駅,7,都庁前駅,13,,5,110000,,110000,110000,-,-,ワンルーム,34
東京都新宿区西新宿６,西新宿駅,7,中野坂上駅,8,都庁前駅,10,,5,110000,,110000,110000,-,-,ワンルーム,34
東京都新宿区西早稲田２,西早稲田駅,1,高田馬場駅,7,早稲田駅,13,,8,110000,,110000,110000,-,-,1K,25.76
東京都新宿区西早稲田２,西早稲田駅,1,高田馬場駅,7,早稲田駅,13,,2,138000,,138000,138000,-,-,1DK,33.33
東京都新宿区住吉町,曙橋駅,1,四谷三丁目駅,8,牛込柳町駅,11,,3,110000,,110000,110000,-,-,1DK,33
東京都新宿区新宿５,新宿三丁目駅,5,新宿御苑前駅,6,-,-,,5,110000,,110000,110000,-,-,2K,33
東京都新宿区南榎町,神楽坂駅,8,牛込神楽坂駅,5,江戸川橋駅,12,,3,110000,,110000,110000,-,-,1DK,31.93
東京都新宿区南榎町,神楽坂駅,8,牛込神楽坂駅,5,江戸川橋駅,12,,3,114000,,114000,114000,-,-,1DK,31.93
東京都新宿区南榎町,牛込柳町駅,6,神楽坂駅,7,牛込神楽坂駅,7,,3,110000,,110000,110000,-,-,1DK,31.93
東京都新宿区南榎町,牛込柳町駅,6,神楽坂駅,7,牛込神楽坂駅,7,,3,110000,,110000,110000,-,-,1DK,30.72
東京都新宿区南榎町,牛込柳町駅,6,神楽坂駅,7,牛込神楽坂駅,7,,3,119000,,119000,119000,-,-,1DK,31.93
東京都新宿区西新宿４,西新宿五丁目駅,5,都庁前駅,6,新宿駅,16,,2,110000,,110000,110000,-,-,1K,31.07
東京都新宿区西新宿４,西新宿五丁目駅,5,西新宿駅,10,初台駅,12,,2,110000,,110000,110000,-,-,1K,31.07
東京都新宿区下宮比町,飯田橋駅,3,神楽坂駅,12,後楽園駅,12,,9,110000,,110000,110000,-,-,ワンルーム,29.29
東京都新宿区住吉町,曙橋駅,2,四谷三丁目駅,7,四ツ谷駅,17,,8,110000,,110000,110000,-,-,ワンルーム,27.2
東京都新宿区西新宿８,西新宿駅,3,大久保駅,9,都庁前駅,9,,3,110000,,110000,110000,-,110000,1K,26.68
東京都新宿区西新宿８,西新宿駅,3,新宿駅,11,大久保駅,10,,3,110000,,110000,110000,-,110000,1K,26.68
東京都新宿区西新宿８,西新宿駅,3,新宿駅,11,大久保駅,10,,3,110000,,110000,110000,-,110000,1K,26.39
東京都新宿区西新宿８,西新宿駅,3,新宿駅,11,大久保駅,10,,3,118800,,110000,110000,-,102000,1K,26.68
東京都新宿区新宿１,新宿御苑前駅,2,新宿三丁目駅,5,新宿駅,12,,7,110000,,220000,110000,-,-,ワンルーム,26.4
東京都新宿区百人町２,新大久保駅,2,大久保駅,6,東新宿駅,15,,4,110000,,110000,110000,-,-,ワンルーム,22.43
東京都新宿区新宿６,東新宿駅,12,若松河田駅,11,新宿三丁目駅,17,,3,110000,,-,-,-,-,ワンルーム,12
東京都新宿区四谷坂町,曙橋駅,5,四ツ谷駅,10,四谷三丁目駅,12,,4,112000,,224000,112000,-,-,1DK,30.5
東京都新宿区若松町,若松河田駅,3,早稲田駅,8,曙橋駅,10,,7,112000,,112000,112000,-,-,1DK,30.41
東京都新宿区中落合１,高田馬場駅,17,下落合駅,6,中井駅,6,,7,112000,,112000,112000,-,-,1K,25.37
東京都新宿区中落合１,高田馬場駅,17,下落合駅,6,中井駅,6,,7,112000,8000,112000,112000,-,-,1K,25.37
東京都新宿区中落合１,高田馬場駅,17,下落合駅,6,中井駅,6,,7,112000,8000,112000,112000,-,-,1K,25.37
東京都新宿区西落合４,東長崎駅,8,落合南長崎駅,9,新江古田駅,11,,1,111000,2000,111000,111000,-,-,1LDK,34.98
東京都新宿区西落合４,東長崎駅,8,落合南長崎駅,9,新江古田駅,11,,1,115000,2000,115000,115000,-,-,1LDK,40.78
東京都新宿区西落合４,東長崎駅,8,落合南長崎駅,9,新江古田駅,11,,2,117000,2000,117000,117000,-,-,1LDK,34.98
東京都新宿区西落合４,東長崎駅,8,落合南長崎駅,9,新江古田駅,11,,2,122000,2000,122000,122000,-,-,1LDK,40.78
東京都新宿区西落合４,東長崎駅,8,落合南長崎駅,9,新江古田駅,11,,2,125000,2000,125000,125000,-,-,1LDK,43.47
東京都新宿区西新宿８,西新宿駅,2,新宿駅,14,都庁前駅,11,,2,110000,3000,55000,110000,-,-,1K,37.28
東京都新宿区西新宿８,西新宿駅,2,都庁前駅,11,新宿駅,14,,2,110000,3000,55000,110000,-,-,1K,37.28
東京都新宿区西新宿８,西新宿駅,2,新宿駅,12,大久保駅,12,,2,110000,3000,55000,110000,-,-,1K,37.28
東京都新宿区早稲田鶴巻町,早稲田駅,3,江戸川橋駅,14,神楽坂駅,14,,2,110000,3000,110000,110000,-,-,1LDK,35
東京都新宿区横寺町,神楽坂駅,3,牛込神楽坂駅,4,飯田橋駅,9,,1,110000,3000,110000,110000,-,-,1LDK,33.83
東京都新宿区横寺町,神楽坂駅,3,牛込神楽坂駅,4,飯田橋駅,9,,1,110000,3000,110000,110000,-,-,1LDK,33.83
東京都新宿区北新宿３,大久保駅,3,新大久保駅,7,西新宿駅,11,,2,110000,3000,110000,110000,-,-,1DK,32.8
東京都新宿区北新宿３,大久保駅,3,新大久保駅,7,西新宿駅,11,,2,110000,3000,110000,110000,-,-,1DK,32.8
